author_id,author,num_lines,char_count,source_path
524,Pablo 2115,26,744,data/raw/Pablo 2115.txt
525,Pablo Novacci,21,899,data/raw/Pablo Novacci.txt
526,Pajczi,24,991,data/raw/Pajczi.txt
527,Pako,53,1731,data/raw/Pako.txt
528,Palion,21,875,data/raw/Palion.txt
529,Paluch,27,1451,data/raw/Paluch.txt
530,Pan Wankz,21,781,data/raw/Pan Wankz.txt
531,Paris Platynov,17,598,data/raw/Paris Platynov.txt
532,Patecki,11,729,data/raw/Patecki.txt
533,Pater,25,949,data/raw/Pater.txt
534,Pathos,25,736,data/raw/Pathos.txt
535,Patrykos,41,1394,data/raw/Patrykos.txt
536,Paulina Przybysz,21,875,data/raw/Paulina Przybysz.txt
537,Pavulo,21,875,data/raw/Pavulo.txt
538,Paweł Domagała,23,681,data/raw/Paweł Domagała.txt
539,Pawko CS,21,961,data/raw/Pawko CS.txt
540,Pebe,31,1305,data/raw/Pebe.txt
541,PeeRZet,31,1305,data/raw/PeeRZet.txt
542,Percept,17,614,data/raw/Percept.txt
543,Peus,23,1498,data/raw/Peus.txt
544,Pezet,31,1305,data/raw/Pezet.txt
545,Phovid,2,24,data/raw/Phovid.txt
546,PiH,30,1061,data/raw/PiH.txt
547,Piekielny,17,1100,data/raw/Piekielny.txt
548,Pikers,28,936,data/raw/Pikers.txt
549,PioruN,44,2130,data/raw/PioruN.txt
550,Piotr Cartman,29,1685,data/raw/Piotr Cartman.txt
551,Piotr Rubik,31,1660,data/raw/Piotr Rubik.txt
552,Piotr Twardowski,17,580,data/raw/Piotr Twardowski.txt
553,Piotrek,25,827,data/raw/Piotrek.txt
554,Pit,28,936,data/raw/Pit.txt
555,PiterO,28,936,data/raw/PiterO.txt
556,Pitzo,17,765,data/raw/Pitzo.txt
557,Pjus,28,1237,data/raw/Pjus.txt
558,PlanBe,22,847,data/raw/PlanBe.txt
559,Planet ANM,17,1090,data/raw/Planet ANM.txt
560,Po Prostu Kajtek,23,850,data/raw/Po Prostu Kajtek.txt
561,Poczciwy Krzychu,17,739,data/raw/Poczciwy Krzychu.txt
562,Pojechane gadki,21,1036,data/raw/Pojechane gadki.txt
563,Polkoś,37,1647,data/raw/Polkoś.txt
564,Pomidor,2,24,data/raw/Pomidor.txt
565,Popek,26,954,data/raw/Popek.txt
566,Populous,43,2016,data/raw/Populous.txt
567,Pressa,26,1067,data/raw/Pressa.txt
568,Pro,33,1388,data/raw/Pro.txt
569,Proceente,33,1388,data/raw/Proceente.txt
570,Przemek Ferguson,21,908,data/raw/Przemek Ferguson.txt
571,Przetok,21,908,data/raw/Przetok.txt
572,Przyłu,19,1217,data/raw/Przyłu.txt
573,Próżnia,29,1320,data/raw/Próżnia.txt
574,Pshemo,33,1619,data/raw/Pshemo.txt
575,Pueblos,17,789,data/raw/Pueblos.txt
576,Puoć,33,1388,data/raw/Puoć.txt
577,Puszka,28,1237,data/raw/Puszka.txt
578,Płatek,17,651,data/raw/Płatek.txt
579,Qbik,29,1069,data/raw/Qbik.txt
580,Qraz,27,957,data/raw/Qraz.txt
581,Qry,16,759,data/raw/Qry.txt
582,Quaz,27,957,data/raw/Quaz.txt
583,Quebonafide,30,1269,data/raw/Quebonafide.txt
584,R.A.U.,21,596,data/raw/R.A.U..txt
585,R.V.G,14,750,data/raw/R.V.G.txt
586,R.eS,21,1093,data/raw/R.eS.txt
587,RIO,17,881,data/raw/RIO.txt
588,RSX,17,735,data/raw/RSX.txt
589,RUSKIEFAJKI,20,930,data/raw/RUSKIEFAJKI.txt
590,Radio,48,1703,data/raw/Radio.txt
591,Rafał Brzozowski,32,1635,data/raw/Rafał Brzozowski.txt
592,Rafał Pacześ,24,991,data/raw/Rafał Pacześ.txt
593,Rafonix,20,697,data/raw/Rafonix.txt
594,Rajs,17,793,data/raw/Rajs.txt
595,Rakos,48,1703,data/raw/Rakos.txt
596,Ralph Kaminski,18,649,data/raw/Ralph Kaminski.txt
597,Ramona Rey,24,759,data/raw/Ramona Rey.txt
598,Raportagen,25,1133,data/raw/Raportagen.txt
599,ReTo,19,995,data/raw/ReTo.txt
600,Remo,16,917,data/raw/Remo.txt
601,Rena,22,719,data/raw/Rena.txt
602,Rene,29,791,data/raw/Rene.txt
603,Reno,29,791,data/raw/Reno.txt
604,Repeat,17,874,data/raw/Repeat.txt
605,Rethro,19,995,data/raw/Rethro.txt
606,Ricardo,17,1001,data/raw/Ricardo.txt
607,Rich Homie Kshan,17,1054,data/raw/Rich Homie Kshan.txt
608,Riki Milioner,21,774,data/raw/Riki Milioner.txt
609,Robin Zoot,21,822,data/raw/Robin Zoot.txt
610,Roho,26,885,data/raw/Roho.txt
611,Roksana Węgiel,17,735,data/raw/Roksana Węgiel.txt
612,Rolex,25,1145,data/raw/Rolex.txt
613,Rompey,17,788,data/raw/Rompey.txt
614,Ronin,17,881,data/raw/Ronin.txt
615,Ronnie Ferrari,17,881,data/raw/Ronnie Ferrari.txt
616,Rosalie.,21,597,data/raw/Rosalie..txt
617,Rover,14,530,data/raw/Rover.txt
618,Rudolf,17,715,data/raw/Rudolf.txt
619,Ry23,17,715,data/raw/Ry23.txt
620,Rychu,22,1026,data/raw/Rychu.txt
621,Rzabka,2,24,data/raw/Rzabka.txt
622,Rzydu,29,1729,data/raw/Rzydu.txt
623,SBF,27,1078,data/raw/SBF.txt
624,SLT,23,941,data/raw/SLT.txt
625,SMVRF,18,771,data/raw/SMVRF.txt
626,SZESNY,33,876,data/raw/SZESNY.txt
627,Saful,27,1078,data/raw/Saful.txt
628,Santana OZP,9,585,data/raw/Santana OZP.txt
629,Sapi Tha King,30,1286,data/raw/Sapi Tha King.txt
630,Sara Jaroszyk,2,24,data/raw/Sara Jaroszyk.txt
631,Sarius,43,1625,data/raw/Sarius.txt
632,Sarsa,23,707,data/raw/Sarsa.txt
633,Sawa SPZ,2,24,data/raw/Sawa SPZ.txt
634,Screamy,36,1140,data/raw/Screamy.txt
635,Sebastian Fabijański,21,748,data/raw/Sebastian Fabijański.txt
636,Segi,16,771,data/raw/Segi.txt
637,Sensey,19,685,data/raw/Sensey.txt
638,Sensi,26,1355,data/raw/Sensi.txt
639,Senti,41,1761,data/raw/Senti.txt
640,Sentino,41,1761,data/raw/Sentino.txt
641,Shako,17,599,data/raw/Shako.txt
642,Shellerini,17,746,data/raw/Shellerini.txt
643,Sid,33,868,data/raw/Sid.txt
644,Sidney Polak,33,868,data/raw/Sidney Polak.txt
645,Sikor,31,971,data/raw/Sikor.txt
646,Siles,38,1224,data/raw/Siles.txt
647,Simonu,20,873,data/raw/Simonu.txt
648,Sinus,20,873,data/raw/Sinus.txt
649,Sitek,17,702,data/raw/Sitek.txt
650,Sivy,17,1741,data/raw/Sivy.txt
651,Siwers,17,753,data/raw/Siwers.txt
652,Skat,17,767,data/raw/Skat.txt
653,Skinny,40,2568,data/raw/Skinny.txt
654,Skip,29,671,data/raw/Skip.txt
655,Skor,31,971,data/raw/Skor.txt
656,Skorup,31,971,data/raw/Skorup.txt
657,Skotar,28,1458,data/raw/Skotar.txt
658,Skrubol,20,817,data/raw/Skrubol.txt
659,Skubas,31,1312,data/raw/Skubas.txt
660,Slim Szczegi,31,1109,data/raw/Slim Szczegi.txt
661,Smack,36,1264,data/raw/Smack.txt
662,Smolasty,25,748,data/raw/Smolasty.txt
663,Smuga,24,819,data/raw/Smuga.txt
664,Smutny,19,767,data/raw/Smutny.txt
665,Snoop Dogg,53,2134,data/raw/Snoop Dogg.txt
666,Sobel,17,751,data/raw/Sobel.txt
667,Sobota,24,972,data/raw/Sobota.txt
668,Sokół,32,1127,data/raw/Sokół.txt
669,Solar,28,1458,data/raw/Solar.txt
670,SolarBiałas,74,2424,data/raw/SolarBiałas.txt
671,Solei,45,1079,data/raw/Solei.txt
672,Spec,33,1039,data/raw/Spec.txt
673,Spejson,33,1039,data/raw/Spejson.txt
674,Spinache,28,1121,data/raw/Spinache.txt
675,Stary Kosmit,17,517,data/raw/Stary Kosmit.txt
676,Stasiak,17,748,data/raw/Stasiak.txt
677,Struni,2,46,data/raw/Struni.txt
678,Sylwia Przybysz,19,786,data/raw/Sylwia Przybysz.txt
679,Symer,25,942,data/raw/Symer.txt
680,Syny,16,625,data/raw/Syny.txt
681,SzUsty,33,876,data/raw/SzUsty.txt
682,Szczena,24,799,data/raw/Szczena.txt
683,Szczepan,24,799,data/raw/Szczepan.txt
684,Szczyl,17,642,data/raw/Szczyl.txt
685,Szesnasty,2,24,data/raw/Szesnasty.txt
686,Szopeen,21,937,data/raw/Szopeen.txt
687,Szpaku,35,1224,data/raw/Szpaku.txt
688,Szuszeq,23,952,data/raw/Szuszeq.txt
689,Szy'meh,18,734,data/raw/Szy'meh.txt
690,SzyderczyHalasVlog,32,785,data/raw/SzyderczyHalasVlog.txt
691,Szymi Szyms,23,1109,data/raw/Szymi Szyms.txt
692,Szymko,17,751,data/raw/Szymko.txt
693,Szymkus,2,144,data/raw/Szymkus.txt
694,Szynski,17,788,data/raw/Szynski.txt
695,Sławomir Mentzen,36,1514,data/raw/Sławomir Mentzen.txt
696,Słoń,63,2848,data/raw/Słoń.txt
697,TKM,8,951,data/raw/TKM.txt
698,TPDW,2,31,data/raw/TPDW.txt
699,TPS,17,766,data/raw/TPS.txt
700,Taco Hemingway,34,1563,data/raw/Taco Hemingway.txt
701,Taconafide,65,2493,data/raw/Taconafide.txt
702,Tasiek,17,764,data/raw/Tasiek.txt
703,Tata Maty,25,961,data/raw/Tata Maty.txt
704,Tau,37,1240,data/raw/Tau.txt
705,Taxita,17,947,data/raw/Taxita.txt
706,Taz,65,2493,data/raw/Taz.txt
707,Te-Tris,56,2700,data/raw/Te-Tris.txt
708,Teabe,17,842,data/raw/Teabe.txt
709,Teddybear,26,680,data/raw/Teddybear.txt
710,Tede,26,680,data/raw/Tede.txt
711,Ten Preston,26,1067,data/raw/Ten Preston.txt
712,Ten Typ Mes,32,957,data/raw/Ten Typ Mes.txt
713,Theodor,18,766,data/raw/Theodor.txt
714,ThinPipe,17,967,data/raw/ThinPipe.txt
715,Thomas,33,731,data/raw/Thomas.txt
716,TiDUS,64,1218,data/raw/TiDUS.txt
717,Toczek,85,3041,data/raw/Toczek.txt
718,Tom Schklaneck,20,842,data/raw/Tom Schklaneck.txt
719,TomB,28,1140,data/raw/TomB.txt
720,Tomasin,28,1140,data/raw/Tomasin.txt
721,Tomasz Knapik,18,903,data/raw/Tomasz Knapik.txt
722,Tomasz Terka,18,786,data/raw/Tomasz Terka.txt
723,Tomcio,17,883,data/raw/Tomcio.txt
724,Tommy Craze,55,2169,data/raw/Tommy Craze.txt
725,Tommy,17,780,data/raw/Tommy.txt
726,Tomson,21,773,data/raw/Tomson.txt
727,Tondos,22,1103,data/raw/Tondos.txt
728,Tony23,17,984,data/raw/Tony23.txt
729,Trap Typieee,2,33,data/raw/Trap Typieee.txt
730,Trill Pem,25,861,data/raw/Trill Pem.txt
731,Tromba,21,646,data/raw/Tromba.txt
732,Trzaski,29,1270,data/raw/Trzaski.txt
733,Trzy-Sześć,77,1918,data/raw/Trzy-Sześć.txt
734,Tuzza,2,24,data/raw/Tuzza.txt
735,Tymek,18,642,data/raw/Tymek.txt
736,Tymin,35,1739,data/raw/Tymin.txt
737,Undadasea,29,1298,data/raw/Undadasea.txt
738,V3L3M3NT,33,673,data/raw/V3L3M3NT.txt
739,VAN,21,781,data/raw/VAN.txt
740,VBS,22,944,data/raw/VBS.txt
741,VIC,21,743,data/raw/VIC.txt
742,VNM,25,1291,data/raw/VNM.txt
743,Vae Vistic,18,759,data/raw/Vae Vistic.txt
744,Vienio,17,688,data/raw/Vienio.txt
745,Vigo,17,820,data/raw/Vigo.txt
746,Viki Gabor,25,785,data/raw/Viki Gabor.txt
747,Viktor Sheen,23,1129,data/raw/Viktor Sheen.txt
748,Vinci,17,688,data/raw/Vinci.txt
749,Vitali,22,624,data/raw/Vitali.txt
750,Vito Bambino,20,871,data/raw/Vito Bambino.txt
751,Vkie,21,1191,data/raw/Vkie.txt
752,WARGA,52,1985,data/raw/WARGA.txt
753,WSZ,20,873,data/raw/WSZ.txt
754,WYRO,2,645,data/raw/WYRO.txt
755,Wac Toja,31,897,data/raw/Wac Toja.txt
756,Waldemar Kasta,33,1246,data/raw/Waldemar Kasta.txt
757,Warszawski,17,811,data/raw/Warszawski.txt
758,WdoWA,23,1112,data/raw/WdoWA.txt
759,Wergawer,2,18,data/raw/Wergawer.txt
760,Weronika Juszczak,15,620,data/raw/Weronika Juszczak.txt
761,Wersonii,15,620,data/raw/Wersonii.txt
762,Wersow,2,18,data/raw/Wersow.txt
763,White 2115,31,1312,data/raw/White 2115.txt
764,White Widow,75,2982,data/raw/White Widow.txt
765,WiP Bros,84,2945,data/raw/WiP Bros.txt
766,Wiktor z WWA,40,1583,data/raw/Wiktor z WWA.txt
767,Wini,15,688,data/raw/Wini.txt
768,Wojciech Wojda,31,1061,data/raw/Wojciech Wojda.txt
769,Wojni,63,2848,data/raw/Wojni.txt
770,Wojtas,31,1061,data/raw/Wojtas.txt
771,Wojti,43,2016,data/raw/Wojti.txt
772,Wyga,65,2807,data/raw/Wyga.txt
773,Wøjtek,32,1127,data/raw/Wøjtek.txt
774,Włodi,37,1647,data/raw/Włodi.txt
775,Yachu,34,1738,data/raw/Yachu.txt
776,Yans,17,642,data/raw/Yans.txt
777,Yapi,17,642,data/raw/Yapi.txt
778,Young Finn,18,797,data/raw/Young Finn.txt
779,Young Igi,28,1056,data/raw/Young Igi.txt
780,Young Kai,17,532,data/raw/Young Kai.txt
781,Young Leosia,23,707,data/raw/Young Leosia.txt
782,Young Lungs,40,1407,data/raw/Young Lungs.txt
783,Young Multi,35,1882,data/raw/Young Multi.txt
784,Yung Adisz,27,900,data/raw/Yung Adisz.txt
785,Yurkosky,20,1099,data/raw/Yurkosky.txt
786,Yzomandias,21,771,data/raw/Yzomandias.txt
787,ZBUKU,44,1629,data/raw/ZBUKU.txt
788,ZDN,16,709,data/raw/ZDN.txt
789,Zagi,36,1441,data/raw/Zagi.txt
790,Zajonc,2,1199,data/raw/Zajonc.txt
791,Zarzycki,31,944,data/raw/Zarzycki.txt
792,Zbigniew Stonoga,23,762,data/raw/Zbigniew Stonoga.txt
793,Zbr,23,762,data/raw/Zbr.txt
794,Zeamsone,35,1731,data/raw/Zeamsone.txt
795,Zelo,51,2341,data/raw/Zelo.txt
796,Zero,51,2341,data/raw/Zero.txt
797,Zespół Pieśni i Tańca Śląsk,17,731,data/raw/Zespół Pieśni i Tańca Śląsk.txt
798,ZetHa,30,1241,data/raw/ZetHa.txt
799,Zetu,32,1284,data/raw/Zetu.txt
800,Zeus,28,1105,data/raw/Zeus.txt
801,Zip Skład,31,988,data/raw/Zip Skład.txt
802,Zisar,23,1053,data/raw/Zisar.txt
803,a.Lee,41,1392,data/raw/a.Lee.txt
804,ajgxrek,11,513,data/raw/ajgxrek.txt
805,alyona alyona,17,839,data/raw/alyona alyona.txt
806,anonim,33,1089,data/raw/anonim.txt
807,atutowy,27,1010,data/raw/atutowy.txt
808,basboy,21,985,data/raw/basboy.txt
809,be vis,26,1375,data/raw/be vis.txt
810,blank,20,649,data/raw/blank.txt
811,ceber,17,693,data/raw/ceber.txt
812,coldkevin,17,698,data/raw/coldkevin.txt
813,dead_itvchi,17,588,data/raw/dead_itvchi.txt
814,deadgreenbird,22,851,data/raw/deadgreenbird.txt
815,dorski,23,1357,data/raw/dorski.txt
816,erlejs,26,768,data/raw/erlejs.txt
817,fiflak,25,988,data/raw/fiflak.txt
818,ghast,38,1258,data/raw/ghast.txt
819,gottastral,20,822,data/raw/gottastral.txt
820,happyboys,17,560,data/raw/happyboys.txt
821,hubithekid,31,1215,data/raw/hubithekid.txt
822,infinitum,37,1934,data/raw/infinitum.txt
823,janigunz,17,501,data/raw/janigunz.txt
824,ks. Jakub Bartczak,13,797,data/raw/ks. Jakub Bartczak.txt
825,kuba,7,213,data/raw/kuba.txt
826,lelek,38,1176,data/raw/lelek.txt
827,maly elvis,20,738,data/raw/maly elvis.txt
828,miZu,17,823,data/raw/miZu.txt
829,mlodyskiny,19,760,data/raw/mlodyskiny.txt
830,młody yerba,19,603,data/raw/młody yerba.txt
831,obi,17,914,data/raw/obi.txt
832,olszakumpel,18,1109,data/raw/olszakumpel.txt
833,ozzy baby,27,972,data/raw/ozzy baby.txt
834,palmy,20,475,data/raw/palmy.txt
835,patr00,33,1089,data/raw/patr00.txt
836,sanah,39,692,data/raw/sanah.txt
837,schafter,19,905,data/raw/schafter.txt
838,sip,39,1716,data/raw/sip.txt
839,spre,33,1039,data/raw/spre.txt
840,szymeh,18,734,data/raw/szymeh.txt
841,słoneczny maciuś,74,2424,data/raw/słoneczny maciuś.txt
842,tvrnvs,17,775,data/raw/tvrnvs.txt
843,wjk,25,785,data/raw/wjk.txt
844,wszedzieZUBER,20,873,data/raw/wszedzieZUBER.txt
845,yung ginger,22,900,data/raw/yung ginger.txt
846,zdechły osa,16,709,data/raw/zdechły osa.txt
847,Łajzol,21,920,data/raw/Łajzol.txt
848,Łona,22,1137,data/raw/Łona.txt
849,Łowicz 2115,21,1290,data/raw/Łowicz 2115.txt
850,Łysonżi,16,668,data/raw/Łysonżi.txt
851,Śliwa,39,1688,data/raw/Śliwa.txt
852,Śmiechu,25,965,data/raw/Śmiechu.txt
853,Śpiący,28,1121,data/raw/Śpiący.txt
854,Świat Matyldy,24,1127,data/raw/Świat Matyldy.txt
855,Żabson,33,1603,data/raw/Żabson.txt
856,Żeton,42,1777,data/raw/Żeton.txt
857,Русский,3585,25989,data/raw/Русский.txt
858,• ukeboy •,18,817,data/raw/• ukeboy •.txt
